    76.92	   449.64	4.7K
    75.53	    63.27	111112222222
    75.53	   626.89	AGND
    73.44	   162.59	GP36
    73.44	   370.08	NC
    73.44	   575.48	AudioCTR_VCC
    71.81	   449.64	R30
    71.81	   463.36	Led2
    69.95	   162.59	GP37
    69.95	   370.08	NC
    69.95	   458.71	K
    69.95	   476.62	A
    69.95	   487.55	ESP_LED2
    66.70	   162.59	GP38
    66.70	   342.87	PWR_IRQ
    65.54	     8.37	D
    65.54	   805.30	D
    64.61	    66.53	6012341785
    64.61	   449.64	4.7K
    64.61	   721.33	AGND
    63.22	   162.59	GP39
    63.22	   208.42	AudioCTR_PIN
    63.22	   315.65	AXIS_INT1
    62.98	    63.27	349111112444
    61.36	    63.27	PPPPPPPPPPPP
    59.73	   162.59	GP40
    59.73	   315.65	AXIS_INT2
    59.73	   463.36	Led1
    59.73	   587.81	R74
    59.27	    63.27	GGGGGGGGGGGG
    56.48	   162.59	GP41
    56.48	   210.28	Audio_SDA
    56.48	   262.85	RTC_SDA
    56.48	   315.65	AXIS_SDA
    56.48	   342.87	AXP_SDA
    56.48	   363.34	ESP_I2C_SDA
    56.48	   587.81	NC
    56.48	   621.77	U9
    53.00	   162.59	GP42
    53.00	   210.28	Audio_SCL
    53.00	   262.85	RTC_SCL
    53.00	   315.65	AXSI_SCL
    53.00	   342.87	AXP_SCL
    53.00	   363.34	ESP_I2C_SCL
    53.00	   540.12	AudioCTR_PIN
    53.00	   592.92	AudioCTR_PWR1
    53.00	   648.52	8PA_OUTL+
    51.37	   423.82	VCC3V3
    51.37	   624.33	CTRLOUT+
    49.75	    87.69	R22
    49.75	   101.42	4.7K
    49.75	   162.59	GP43
    49.75	   290.07	ESP_LED1
    49.75	   363.34	ESP_UART_RX
    49.75	   564.08	R23
    49.75	   577.57	0R
    49.75	   617.58	2
    49.75	   648.52	7
    47.89	    58.85	ESP_I2C_SDA
    47.89	   624.33	BypassGND
    46.26	   162.59	GP44
    46.26	   290.07	ESP_LED2
    46.26	   363.34	ESP_UART_TX
    46.26	   488.95	U4
    46.26	   599.67	PA_INL+3
    46.26	   648.52	6
    44.64	    58.85	ESP_I2C_SCL
    44.64	   624.33	IN+
    44.64	   636.66	VDD
    44.64	   721.33	VCC3V3
    42.78	   112.12	VCC3V3
    42.78	   162.59	GP2
    42.78	   342.87	ESP_CHG
    42.78	   599.67	PA_INL-4
    42.78	   648.52	5
    42.78	   657.59	PA_OUTL-C122C123C124
    41.15	   433.12	R31
    41.15	   448.47	10KButton_Down
    41.15	   484.53	B
    41.15	   505.46	0
    41.15	   624.33	IN-
    41.15	   636.19	OUT-
    39.53	    87.69	R28
    39.53	   101.42	4.7K
    39.53	   162.59	GP1
    39.53	   342.87	PWR_OUT
    36.04	   621.77	NS4150B
    36.04	   664.34	10uF 0402
    36.04	   686.43	100nF1uF
    34.42	    87.69	R6
    34.42	   101.42	10K
    34.42	   433.12	R67
    34.42	   448.47	10KButton_FunctionC
    34.42	   505.46	A
    32.56	    38.38	ESP_RESETESP_EN
    30.93	   618.51	C126
    29.31	    38.38	ESP_BOOT
    29.31	    60.48	GP0
    29.31	   651.54	AGND
    27.68	   112.12	VCC3V3
    27.68	   433.12	R5
    27.68	   448.47	10KButton_Up
    27.68	   484.30	D
    27.68	   618.51	1uF
    27.68	   755.98	R38
    25.82	   671.78	AGNDAGNDAGND
    24.20	    87.69	R7
    24.20	   101.42	10K
    24.20	   726.21	AGND
    24.20	   782.50	GND
    20.71	   755.98	0R
    19.09	   511.28	GND
    17.46	    45.13	ESP_USB_NR72
    17.46	    79.09	22R
    17.46	    99.56	GP19
    17.23	   458.48	WdCd(w9 37J VÊ}
    13.98	    45.13	ESP_USB_PR70
    13.98	    79.09	22R
    13.98	    99.56	GP20
    13.98	   610.60	AGND
     3.76	    72.34	1
     3.76	   206.09	2
     3.76	   340.08	3
     3.76	   474.06	4
     3.76	   608.04	5
     3.76	   742.03	6
